unixtime;Bx;By;Bz
1615395537.7005205;9203;-3732;-5742
1615395537.7295759;9196;-2700;-5162
1615395537.7392268;9177;-2320;-4961
1615395537.7501495;9175;-1930;-4726
1615395537.7683287;9093;-1232;-4312
1615395537.7788415;9051;-852;-4102
1615395537.788101;9001;-472;-3878
1615395537.8182626;8818;660;-3201
1615395537.8283489;8737;1035;-2958
1615395537.8378782;8652;1415;-2721
1615395537.8680916;8362;2555;-2005
1615395537.877796;8268;2915;-1765
1615395537.8877015;8128;3305;-1520
1615395537.898952;8010;3725;-1241
1615395537.9085457;7880;4045;-1037
1615395537.9377556;7463;5120;-310
1615395537.9481137;7297;5515;-40
1615395537.9570088;7155;5832;165
1615395537.9671955;6992;6167;395
1615395537.9772956;6812;6492;620
1615395537.9870074;6643;6837;855
1615395537.9982247;6441;7180;1125
1615395538.0270422;5878;8070;1786
1615395538.056634;5288;8947;2432
1615395538.066784;5072;9210;2658
1615395538.0975456;4395;10020;3287
1615395538.1258037;3738;10702;3832
1615395538.1558692;3023;11340;4383
1615395538.1857662;2296;11897;4871
1615395538.1970284;2030;12102;5047
1615395538.2152576;1578;12400;5331
1615395538.225273;1317;12552;5462
1615395538.2353435;1080;12692;5598
1615395538.2462103;792;12832;5748
1615395538.2746534;93;13162;6086
1615395538.2847588;-141;13262;6208
1615395538.2964542;-437;13362;6328
1615395538.3247876;-1138;13575;6592
1615395538.3548372;-1856;13740;6832
1615395538.3743622;-2322;13802;6968
1615395538.3844557;-2548;13817;7010
1615395538.4145124;-3237;13842;7160
1615395538.424013;-3458;13825;7192
1615395538.4343688;-3661;13817;7227
1615395538.4452946;-3917;13797;7246
1615395538.4642408;-4318;13735;7271
1615395538.473711;-4521;13695;7290
1615395538.4837923;-4711;13650;7293
1615395538.4951713;-4943;13582;7290
1615395538.5135221;-5272;13455;7285
1615395538.5234096;-5460;13387;7271
1615395538.5335207;-5633;13302;7241
1615395538.5443735;-5852;13205;7211
1615395538.573685;-6327;12915;7093
1615395538.6034436;-6788;12567;6971
1615395538.6336844;-7213;12162;6767
1615395538.6445956;-7390;12007;6682
1615395538.6623962;-7608;11735;6543
1615395538.6728227;-7715;11560;6448
1615395538.682577;-7841;11412;6350
1615395538.6941524;-7983;11207;6252
1615395538.7237012;-8257;10685;5941
1615395538.7523391;-8516;10122;5608
1615395538.7822208;-8732;9520;5231
1615395538.7935147;-8811;9302;5086
1615395538.8229475;-8956;8705;4705
1615395538.851434;-9077;8060;4273
1615395538.881125;-9172;7410;3825
1615395538.8955786;-9220;7160;3650
1615395538.9211223;-9253;6495;3176
1615395538.9308944;-9270;6257;3010
1615395538.9420252;-9277;5980;2808
1615395538.9609149;-9260;5527;2487
1615395538.970586;-9257;5265;2293
1615395538.9800713;-9246;5015;2113
1615395539.010466;-9193;4252;1522
1615395539.0202923;-9177;4000;1331
1615395539.0301936;-9146;3752;1125
1615395539.041025;-9112;3455;912
1615395539.050141;-9082;3230;730
1615395539.060168;-9035;2972;522
1615395539.069904;-9008;2715;301
1615395539.099781;-8858;1892;-328
1615395539.1100144;-8806;1635;-520
1615395539.1196678;-8742;1380;-748
1615395539.1493807;-8547;600;-1405
1615395539.159388;-8476;322;-1642
1615395539.169349;-8402;85;-1862
1615395539.17942;-8328;-187;-2075
1615395539.1904333;-8231;-472;-2317
1615395539.21966;-7991;-1207;-2952
1615395539.2291296;-7891;-1450;-3185
1615395539.2406611;-7785;-1732;-3430
1615395539.2585883;-7596;-2192;-3846
1615395539.2687309;-7503;-2432;-4058
1615395539.279034;-7390;-2665;-4268
1615395539.2895603;-7285;-2940;-4516
1615395539.2988362;-7171;-3140;-4707
1615395539.3284574;-6847;-3815;-5340
1615395539.3396518;-6726;-4055;-5560
1615395539.3683972;-6370;-4650;-6137
1615395539.3980596;-5990;-5255;-6718
1615395539.4276567;-5615;-5815;-7271
1615395539.4387016;-5478;-6022;-7467
1615395539.4678023;-5101;-6492;-7950
1615395539.4971902;-4692;-6975;-8435
1615395539.5074613;-4561;-7107;-8578
1615395539.538436;-4136;-7555;-9042
1615395539.5671945;-3730;-7902;-9423
1615395539.5968611;-3297;-8225;-9783
1615395539.6070225;-3155;-8330;-9892
1615395539.6377947;-2728;-8625;-10220
1615395539.6664965;-2315;-8852;-10475
1615395539.6964347;-1885;-9065;-10721
1615395539.7266552;-1462;-9207;-10903
1615395539.7373924;-1305;-9262;-10987
1615395539.7558837;-1038;-9327;-11077
1615395539.7652287;-896;-9365;-11123
1615395539.775445;-753;-9390;-11153
1615395539.7867124;-600;-9415;-11208
1615395539.8155556;-188;-9462;-11287
1615395539.8451962;223;-9460;-11345
1615395539.855607;363;-9457;-11350
1615395539.8860798;801;-9400;-11355
1615395539.9145188;1191;-9322;-11322
1615395539.9441166;1583;-9180;-11248
1615395539.973984;1982;-9010;-11146
1615395539.9851356;2130;-8942;-11086
1615395540.0034919;2356;-8792;-10990
1615395540.0134733;2480;-8727;-10941
1615395540.0235026;2607;-8642;-10892
1615395540.0348537;2746;-8547;-10818
1615395540.053617;2971;-8367;-10707
1615395540.0634828;3071;-8270;-10631
1615395540.073619;3190;-8162;-10546
1615395540.0845277;3330;-8042;-10465
1615395540.1032243;3535;-7827;-10298
1615395540.1132953;3622;-7707;-10206
1615395540.1231747;3730;-7580;-10116
1615395540.134287;3853;-7440;-10012
1615395540.152563;4031;-7182;-9805
1615395540.1629882;4110;-7032;-9698
1615395540.1727238;4223;-6892;-9603
1615395540.203163;4485;-6415;-9266
1615395540.212352;4578;-6250;-9143
1615395540.222482;4650;-6102;-9028
1615395540.2338343;4745;-5897;-8873
1615395540.2625873;4951;-5377;-8486
1615395540.272025;5025;-5187;-8342
1615395540.283409;5096;-4970;-8167
1615395540.3014648;5196;-4585;-7892
1615395540.3118153;5262;-4385;-7737
1615395540.3218548;5310;-4167;-7595
1615395540.3521838;5428;-3540;-7110
1615395540.3621175;5462;-3317;-6950
1615395540.3714561;5488;-3095;-6795
1615395540.3826993;5526;-2840;-6598
1615395540.4115858;5578;-2167;-6097
1615395540.4216053;5586;-1930;-5922
1615395540.4322522;5607;-1652;-5721
1615395540.45114;5602;-1187;-5370
1615395540.460899;5602;-952;-5183
1615395540.4706454;5583;-695;-4998
1615395540.500263;5531;47;-4448
1615395540.5100741;5507;297;-4257
1615395540.5200932;5483;547;-4070
1615395540.5607872;5301;1575;-3310
1615395540.5901976;5127;2345;-2716
1615395540.619603;4903;3100;-2135
1615395540.630451;4827;3397;-1926
1615395540.6593034;4556;4117;-1365
1615395540.6691544;4463;4377;-1181
1615395540.680345;4347;4642;-972
1615395540.7089126;3998;5330;-427
1615395540.7189975;3883;5570;-245
1615395540.729897;3762;5832;-28
1615395540.7583382;3363;6487;495
1615395540.7683852;3221;6722;683
1615395540.7795906;3052;6947;876
1615395540.788309;2923;7140;1026
1615395540.8185518;2446;7755;1547
1615395540.8293371;2270;7962;1737
1615395540.8585408;1776;8517;2185
1615395540.8683555;1592;8690;2337
1615395540.8789325;1393;8877;2520
1615395540.8978708;1137;9180;2811
1615395540.907291;856;9340;2945
1615395540.917273;671;9485;3108
1615395540.9470494;83;9897;3495
1615395540.9571424;-100;10025;3642
1615395540.9673426;-307;10147;3762
1615395540.9971604;-911;10490;4125
1615395541.0071826;-1115;10592;4241
1615395541.0171123;-1322;10690;4350
1615395541.0284276;-1562;10787;4462
1615395541.057419;-2156;11012;4770
1615395541.0872183;-2797;11180;5035
1615395541.1168973;-3418;11302;5285
1615395541.1280131;-3646;11337;5363
1615395541.1461186;-4041;11377;5500
1615395541.1561978;-4257;11390;5562
1615395541.1660464;-4457;11392;5626
1615395541.1777444;-4703;11395;5702
1615395541.2066774;-5267;11375;5860
1615395541.2357512;-5882;11262;5991
1615395541.2658682;-6472;11117;6100
1615395541.2770476;-6717;11055;6118
1615395541.2952209;-7042;10937;6162
1615395541.3054357;-7240;10850;6167
1615395541.3151186;-7435;10772;6178
1615395541.3265467;-7658;10657;6220
1615395541.344909;-7988;10462;6233
1615395541.3547041;-8162;10355;6222
1615395541.3646588;-8338;10237;6222
1615395541.3759587;-8550;10097;6225
1615395541.4052308;-9006;9717;6195
1615395541.4347262;-9486;9247;6111
1615395541.444127;-9628;9077;6075
1615395541.4756153;-10097;8527;5982
1615395541.5041585;-10462;7972;5860
1615395541.5338829;-10826;7317;5696
1615395541.544066;-10945;7097;5636
1615395541.5749788;-11287;6375;5418
1615395541.6038618;-11525;5672;5192
1615395541.6337075;-11775;4877;4952
1615395541.6630332;-11986;4032;4682
1615395541.6744049;-12051;3712;4562
1615395541.6923335;-12136;3172;4400
1615395541.7025392;-12188;2870;4277
1615395541.7124681;-12217;2572;4173
1615395541.7237992;-12286;2217;4042
1615395541.752465;-12365;1332;3712
1615395541.7828267;-12365;367;3342
1615395541.791949;-12371;37;3220
1615395541.8234448;-12371;-987;2816
1615395541.8327954;-12345;-1267;2696
1615395541.8513596;-12302;-1932;2427
1615395541.861523;-12271;-2260;2298
1615395541.8917422;-12141;-3280;1860
1615395541.9014752;-12098;-3615;1726
1615395541.9113183;-12041;-3940;1577
1615395541.9225655;-11977;-4317;1416
1615395541.94114;-11825;-4937;1143
1615395541.9508832;-11751;-5275;988
1615395541.9611535;-11675;-5595;841
1615395541.972214;-11590;-5975;675
1615395541.98079;-11487;-6257;538
1615395542.0110176;-11195;-7210;81
1615395542.0222032;-11086;-7587;-76
1615395542.0306323;-10988;-7862;-206
1615395542.0609977;-10607;-8810;-680
1615395542.071748;-10462;-9160;-850
1615395542.1004977;-10021;-10032;-1280
1615395542.1310802;-9541;-10897;-1740
1615395542.1498485;-9201;-11460;-2042
1615395542.15958;-9037;-11727;-2203
1615395542.170747;-8808;-12035;-2370
1615395542.1798503;-8635;-12257;-2492
1615395542.1992874;-8245;-12765;-2767
1615395542.2095351;-8048;-13002;-2917
1615395542.2206352;-7815;-13272;-3091
1615395542.2297966;-7625;-13480;-3208
1615395542.2491953;-7205;-13940;-3476
1615395542.2591705;-6986;-14150;-3626
